ReviewText,Review,ReviewLength,PlayHours,DatePosted
"EARLY ACCESS REVIEWThere's not getting around it. It's Breath Of The Wild. Or rather Breath Of The Wild+.Think everything that Breath Of The Wild has but with also base building, farming, monster collecting, and multiplayer.It has some kinks to work out but other than that it's a pretty great game.",Recommended,250,13.6 hrs on record,Posted: February 7
"EARLY ACCESS REVIEWPocketpair ruthlessly butchered this game. The original was a creative take on the survival exploration genre until they removed every ounce of creativity from it with the seamless world update and made it dollar store Breath of the Wild.They removed everything that made Craftopia good, suddenly it was no longer about visiting new lands for resources, it became about following missions across an uninspired world, utterly bankrupt of anything and everything that made the first versions a fun game. There feels like there is NO reason to set up a base, or at least not until you've already played through the whole game and finished all the bland objectives.You think I'm being harsh? The CEO or Pocketpair has gone ON RECORD bragging about how creatively bankrupt they are. I quote ""I don’t necessarily have to be particular about originality. I’m thinking about it. I want to make it more casually. I think it would be a good idea to create things in a way that just jumps on what is trendy"" Genuinely, just making games to capitalise on fads for a quick buck. He doesn't care about making decent, well-thought out games, he cares about ripping off current IPs to make a quick buck. Their next game looks IDENTICAL to Hollow Knight, and he is boasting about it.Even Palworld is likely to be abandoned as soon as it stops being profitable for this lazy, greedy company in favour of other endeavours that ripoff other, more successful games. Genuinely, they DO NOT care about the game they make. They care about being uninteresting and making money.So please people, next time you're looking at a Pocketpair game, remember that they DO NOT care about making a good game, they care about copying other games and taking your money. Do not support them.",Not Recommended,1471,24.5 hrs on record,Posted: February 6
EARLY ACCESS REVIEWhey i funded palworld,Recommended,35,5.5 hrs on record,Posted: February 7
EARLY ACCESS REVIEWscammed,Not Recommended,24,1.3 hrs on record,Posted: February 6
EARLY ACCESS REVIEWAwesome game so far. Just needs some TLC with the building aspect Looking forward to future updates.,Recommended,101,6.8 hrs on record,Posted: February 6
EARLY ACCESS REVIEWgo to play palword,Not Recommended,32,8.6 hrs on record,Posted: February 6
EARLY ACCESS REVIEW👍,Recommended,18,77.3 hrs on record,Posted: February 6
EARLY ACCESS REVIEWPalworld inspiration : can also kidn*p npc good game :) /100,Recommended,67,21.5 hrs on record,Posted: February 4
"EARLY ACCESS REVIEWThis game still looks very promising, but needs MUCH more time before it's playable without frustration. Definetly needs some QoL like crafting out of chests.",Not Recommended,151,16.9 hrs on record,Posted: February 7
EARLY ACCESS REVIEWI've popped in here and there for years watching this game grow and improve. It got a massive update at the end of last year and has consistently patched out the issues that arose from it and continues to be supported. It's honestly pretty funny to see people review bomb this game as abandoned suddenly. These are clearly people who only learned of Craftopia due to Palworld and have not been here playing the game. Because those of us who have been here watching this game grow knew of Palworld because of Craftopia and Palworld has been really publicly in development for years. Yet people only review bombed now.That tells you all you need to know. It's just Palworld haters who can't get any traction review bombing Palworld so they came here to bomb this instead. It's kinda sad really.,Recommended,670,73.8 hrs on record,Posted: February 7
"EARLY ACCESS REVIEWThere's not getting around it. It's Breath Of The Wild. Or rather Breath Of The Wild+.Think everything that Breath Of The Wild has but with also base building, farming, monster collecting, and multiplayer.It has some kinks to work out but other than that it's a pretty great game.",Recommended,250,13.6 hrs on record,Posted: February 7
"EARLY ACCESS REVIEWPocketpair ruthlessly butchered this game. The original was a creative take on the survival exploration genre until they removed every ounce of creativity from it with the seamless world update and made it dollar store Breath of the Wild.They removed everything that made Craftopia good, suddenly it was no longer about visiting new lands for resources, it became about following missions across an uninspired world, utterly bankrupt of anything and everything that made the first versions a fun game. There feels like there is NO reason to set up a base, or at least not until you've already played through the whole game and finished all the bland objectives.You think I'm being harsh? The CEO or Pocketpair has gone ON RECORD bragging about how creatively bankrupt they are. I quote ""I don’t necessarily have to be particular about originality. I’m thinking about it. I want to make it more casually. I think it would be a good idea to create things in a way that just jumps on what is trendy"" Genuinely, just making games to capitalise on fads for a quick buck. He doesn't care about making decent, well-thought out games, he cares about ripping off current IPs to make a quick buck. Their next game looks IDENTICAL to Hollow Knight, and he is boasting about it.Even Palworld is likely to be abandoned as soon as it stops being profitable for this lazy, greedy company in favour of other endeavours that ripoff other, more successful games. Genuinely, they DO NOT care about the game they make. They care about being uninteresting and making money.So please people, next time you're looking at a Pocketpair game, remember that they DO NOT care about making a good game, they care about copying other games and taking your money. Do not support them.",Not Recommended,1471,24.5 hrs on record,Posted: February 6
EARLY ACCESS REVIEWgood,Recommended,21,162.9 hrs on record,Posted: February 4
EARLY ACCESS REVIEWHehehehe 69 hours!,Recommended,33,75.9 hrs on record,Posted: February 3
EARLY ACCESS REVIEWWay better with the open world,Recommended,42,21.6 hrs on record,Posted: February 3
EARLY ACCESS REVIEWits a very fun game with a lot of content and super fun things and activites to do (REALLY SOLID GAME),Recommended,99,94.7 hrs on record,Posted: February 3
"EARLY ACCESS REVIEWVery fun, a bit janky at times, but overall very good and enjoyable.",Recommended,73,19.4 hrs on record,Posted: February 2
EARLY ACCESS REVIEWseems people are cr@ping on this game because of Pal worlds success. don't be fooled by the fake reviews. this is a good game.,Recommended,120,138.5 hrs on record,Posted: February 2
EARLY ACCESS REVIEWBasically Palworld but worse and abandoned.Rare updates that dont really do much for the game. Feels exactly the same to play now as it did a few years ago. Expect more games like Palworld in the future. A good coat of paint and you can resell anything,Not Recommended,223,14.9 hrs on record,Posted: February 4
EARLY ACCESS REVIEWLove Craftopia B)being able to bring in your own character model is honestly a big + and got me interested in an another app i didn't think id touch in much detail.Its still early access so I hope they will keep working on it.,Recommended,200,7.4 hrs on record,Posted: February 4
"EARLY ACCESS REVIEWCraftopia is the Applebee's of video games.It's this weird amalgamation of Unity assets glued together that tries to call itself a video game.It's soulless, pointless, and although it still gets updates, this game will and can never be in a finished state.You can't finish developing a game when it's not really a game.The animations are jank, the particle effects are jank, the systems are jank, the combat is jank, the crafting is jank. It feels like someone loaded up a Bethesda game with 1000 mods that barely work.But I suppose if you have low standards and LOVE how diverse the Applebee's/Chili's/TGIF menu is, this is the game for you!",Not Recommended,551,16.5 hrs on record,Posted: February 3
"EARLY ACCESS REVIEWIs the game perfect? no, but the devs seem to care about it and it is getting updates and patches to make improvements.I've put almost 300 hours into the game and there have been moments of frustration but they are few and far between. If you like crafting games and clearing dungeons, this is the game for you.",Recommended,271,300.7 hrs on record,Posted: February 3
EARLY ACCESS REVIEWgood,Recommended,21,162.9 hrs on record,Posted: February 4
EARLY ACCESS REVIEWHehehehe 69 hours!,Recommended,33,75.9 hrs on record,Posted: February 3
EARLY ACCESS REVIEWWay better with the open world,Recommended,42,21.6 hrs on record,Posted: February 3
EARLY ACCESS REVIEWits a very fun game with a lot of content and super fun things and activites to do (REALLY SOLID GAME),Recommended,99,94.7 hrs on record,Posted: February 3
"EARLY ACCESS REVIEWVery fun, a bit janky at times, but overall very good and enjoyable.",Recommended,73,19.4 hrs on record,Posted: February 2
EARLY ACCESS REVIEWseems people are cr@ping on this game because of Pal worlds success. don't be fooled by the fake reviews. this is a good game.,Recommended,120,138.5 hrs on record,Posted: February 2
EARLY ACCESS REVIEWBasically Palworld but worse and abandoned.Rare updates that dont really do much for the game. Feels exactly the same to play now as it did a few years ago. Expect more games like Palworld in the future. A good coat of paint and you can resell anything,Not Recommended,223,14.9 hrs on record,Posted: February 4
EARLY ACCESS REVIEWLove Craftopia B)being able to bring in your own character model is honestly a big + and got me interested in an another app i didn't think id touch in much detail.Its still early access so I hope they will keep working on it.,Recommended,200,7.4 hrs on record,Posted: February 4
"EARLY ACCESS REVIEWCraftopia is the Applebee's of video games.It's this weird amalgamation of Unity assets glued together that tries to call itself a video game.It's soulless, pointless, and although it still gets updates, this game will and can never be in a finished state.You can't finish developing a game when it's not really a game.The animations are jank, the particle effects are jank, the systems are jank, the combat is jank, the crafting is jank. It feels like someone loaded up a Bethesda game with 1000 mods that barely work.But I suppose if you have low standards and LOVE how diverse the Applebee's/Chili's/TGIF menu is, this is the game for you!",Not Recommended,551,16.5 hrs on record,Posted: February 3
"EARLY ACCESS REVIEWIs the game perfect? no, but the devs seem to care about it and it is getting updates and patches to make improvements.I've put almost 300 hours into the game and there have been moments of frustration but they are few and far between. If you like crafting games and clearing dungeons, this is the game for you.",Recommended,271,300.7 hrs on record,Posted: February 3
"EARLY ACCESS REVIEWCraftopia, in its current state, is a little rough around the edges - but that's to be expected from an early access title. Barring some hilarious translations, the game is absolutely playable - and the amount of content that it contains is more than enough to keep you occupied for forty or so hours, even if you don't replay any of it. The terrain and building systems could use some work, but overall, the combat is fun and well-balanced, especially if you choose an appropriate difficulty. Having played both before and after the seamless world update, I feel like the game is on a good trajectory: it may be turning into something of a Zelda clone, but there's nothing inherently wrong with that. Clones are how we develop genres.",Recommended,624,49.0 hrs on record,Posted: February 2
"EARLY ACCESS REVIEWI really didn't remember this game being this awful. After the realease of palworld i wanted to check this game again, i never got to try the seamless world update.to sum it all up, the update made the game worse and more difficult to understand, it copied zelda breath of the wild even more and started to be a beta for what is now palworld, which seems a bit more polished, but sadly it is proof that the devs just make games and leave them unpolished in early acess for YEARS just to have an excuse. Such a pity, i really wanted to love this game, trust me i trusted them in the early days, they had potential, not anymore tho...",Not Recommended,529,10.2 hrs on record,Posted: February 1
"EARLY ACCESS REVIEWCame back after a long break to see they did a ""seamless"" update, which seemingly totally rebuilt the game from the ground up as an open world game, instead of teleporting between islands on an archipelago. Some might see this is a great positive for a game in development. ""Clearly they must have done this to fix many issues, and improve the game!"" Unfortunately, the reality of it is that they wasted large amounts of development time making the game different than when I bought it (and not in the more content way), made the game run considerably worse, removed vast swaths of content, reimplemented existing content but made it worse, no building things like floors and farming plots without snapping (sorry if you picked up a plot in the starting area and want to place it in its original spot, or build in certain cool places. No free placement for you, only snapped to a grid, and only able to turn things 45 degrees), hitboxes are so bad that it oftentimes takes several swings of a sword to get a single hit on something directly in front of you, and overall, just made the game less enjoyable to play. Additionally, while trying to find more information about this update, I found that the person in charge of moderating the Steam discussions seems to enjoy nuking topics about the game that aren't singing its praises, criticizes customers for daring to speak negatively about the game, and considers the opinions of users that have complaints or concerns ""useless.""Really enjoying the game PocketPair is likely better known for now, Palworld, and am hoping they continue to improve it, but after returning to this game after a long break, it's even made me concerned about that game as well (even though I've already gotten a good amount of fun out of Palworld). It's really disappointing to see a game you bought in early access not only fail to improve, but actively get worse, after YEARS of waiting. If there are customers out there that are waiting for updates to Palworld, and were hoping to take a peak into PocketPair's back catalogue to tide them over, I'd highly recommend AGAINST getting this one at this point.At one point, I would've recommended it, but no longer can, considering the state the game is in.",Not Recommended,1862,17.9 hrs on record,Posted: February 2
EARLY ACCESS REVIEWIn EA since more than 3 years. Didnt add much to the game and ♥♥♥♥♥♥♥♥ buggy. Just released a new game instead /clown,Not Recommended,112,6.6 hrs on record,Posted: February 1
EARLY ACCESS REVIEWNever kept my interest when it first came out. Tried the newest update after not playing for years and it just doesn't feel good to play.,Not Recommended,129,5.9 hrs on record,Posted: February 1
EARLY ACCESS REVIEWPLAY A LOT,Recommended,25,69.2 hrs on record,Posted: February 1
EARLY ACCESS REVIEWNaughty devs finish this game!!! RAIN me with clown awards COME ON xD,Not Recommended,74,5.7 hrs on record,Posted: February 1
"EARLY ACCESS REVIEWAll legends has its early form. Game it self is not bad at all.Its not as polished as palwrold but, definitely a fun game still.",Recommended,121,204.0 hrs on record,Posted: February 1
EARLY ACCESS REVIEWThis game has come a long way over the years and doesn't deserve all the hate it's getting because Palworld came out. It's even been updated since then. What matters is that it's fun! Right?,Recommended,173,8.0 hrs on record,Posted: February 1
"EARLY ACCESS REVIEWAn amazingly fun game. You can spend a lot of time building up and i wouldn't really call it a grind game.Really happy about the recent updates and they have been updating all along. For the price, you can easily sink 50-60 hours just completing the basics. One of my favorite games with a good road map for 2024 and beyond!!",Recommended,282,75.7 hrs on record,Posted: February 1
"EARLY ACCESS REVIEWCraftopia, in its current state, is a little rough around the edges - but that's to be expected from an early access title. Barring some hilarious translations, the game is absolutely playable - and the amount of content that it contains is more than enough to keep you occupied for forty or so hours, even if you don't replay any of it. The terrain and building systems could use some work, but overall, the combat is fun and well-balanced, especially if you choose an appropriate difficulty. Having played both before and after the seamless world update, I feel like the game is on a good trajectory: it may be turning into something of a Zelda clone, but there's nothing inherently wrong with that. Clones are how we develop genres.",Recommended,624,49.0 hrs on record,Posted: February 2
"EARLY ACCESS REVIEWI really didn't remember this game being this awful. After the realease of palworld i wanted to check this game again, i never got to try the seamless world update.to sum it all up, the update made the game worse and more difficult to understand, it copied zelda breath of the wild even more and started to be a beta for what is now palworld, which seems a bit more polished, but sadly it is proof that the devs just make games and leave them unpolished in early acess for YEARS just to have an excuse. Such a pity, i really wanted to love this game, trust me i trusted them in the early days, they had potential, not anymore tho...",Not Recommended,529,10.2 hrs on record,Posted: February 1
"EARLY ACCESS REVIEWCame back after a long break to see they did a ""seamless"" update, which seemingly totally rebuilt the game from the ground up as an open world game, instead of teleporting between islands on an archipelago. Some might see this is a great positive for a game in development. ""Clearly they must have done this to fix many issues, and improve the game!"" Unfortunately, the reality of it is that they wasted large amounts of development time making the game different than when I bought it (and not in the more content way), made the game run considerably worse, removed vast swaths of content, reimplemented existing content but made it worse, no building things like floors and farming plots without snapping (sorry if you picked up a plot in the starting area and want to place it in its original spot, or build in certain cool places. No free placement for you, only snapped to a grid, and only able to turn things 45 degrees), hitboxes are so bad that it oftentimes takes several swings of a sword to get a single hit on something directly in front of you, and overall, just made the game less enjoyable to play. Additionally, while trying to find more information about this update, I found that the person in charge of moderating the Steam discussions seems to enjoy nuking topics about the game that aren't singing its praises, criticizes customers for daring to speak negatively about the game, and considers the opinions of users that have complaints or concerns ""useless.""Really enjoying the game PocketPair is likely better known for now, Palworld, and am hoping they continue to improve it, but after returning to this game after a long break, it's even made me concerned about that game as well (even though I've already gotten a good amount of fun out of Palworld). It's really disappointing to see a game you bought in early access not only fail to improve, but actively get worse, after YEARS of waiting. If there are customers out there that are waiting for updates to Palworld, and were hoping to take a peak into PocketPair's back catalogue to tide them over, I'd highly recommend AGAINST getting this one at this point.At one point, I would've recommended it, but no longer can, considering the state the game is in.",Not Recommended,1862,17.9 hrs on record,Posted: February 2
EARLY ACCESS REVIEWIn EA since more than 3 years. Didnt add much to the game and ♥♥♥♥♥♥♥♥ buggy. Just released a new game instead /clown,Not Recommended,112,6.6 hrs on record,Posted: February 1
EARLY ACCESS REVIEWNever kept my interest when it first came out. Tried the newest update after not playing for years and it just doesn't feel good to play.,Not Recommended,129,5.9 hrs on record,Posted: February 1
EARLY ACCESS REVIEWPLAY A LOT,Recommended,25,69.2 hrs on record,Posted: February 1
EARLY ACCESS REVIEWNaughty devs finish this game!!! RAIN me with clown awards COME ON xD,Not Recommended,74,5.7 hrs on record,Posted: February 1
"EARLY ACCESS REVIEWAll legends has its early form. Game it self is not bad at all.Its not as polished as palwrold but, definitely a fun game still.",Recommended,121,204.0 hrs on record,Posted: February 1
EARLY ACCESS REVIEWThis game has come a long way over the years and doesn't deserve all the hate it's getting because Palworld came out. It's even been updated since then. What matters is that it's fun! Right?,Recommended,173,8.0 hrs on record,Posted: February 1
"EARLY ACCESS REVIEWAn amazingly fun game. You can spend a lot of time building up and i wouldn't really call it a grind game.Really happy about the recent updates and they have been updating all along. For the price, you can easily sink 50-60 hours just completing the basics. One of my favorite games with a good road map for 2024 and beyond!!",Recommended,282,75.7 hrs on record,Posted: February 1
EARLY ACCESS REVIEWMy friends and I didn't enjoy Craptopia.,Not Recommended,51,1.1 hrs on record,Posted: January 31
EARLY ACCESS REVIEWPalworld = good game that carry your company ?What about this game = trash ?Please fix your game Pocketpair.,Not Recommended,107,19.0 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWlove it, just needs way more time and updates",Recommended,54,26.9 hrs on record,Posted: January 31
EARLY ACCESS REVIEWI got far in the game then they changed all of it.,Not Recommended,56,51.3 hrs on record,Posted: January 29
"EARLY ACCESS REVIEWCraptopia.3 hours to find 5 bright herbs to craft a magic staff only to find something better than whole craft by 25% in the end to get ""0 damage increase"".I gave this game a chance 3 times...",Not Recommended,173,45.7 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWFinish your game please.Kept coming back for updates to continue to find little to no direction.Obviously used this title to test mechanics to flesh out your new game, Palworld.",Not Recommended,166,10.8 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWDude I wanna play this game SO BAD, but no matter what I do I never get above 50 FPS. Doesn't matter how empty the area is and what settings I use, and my PC is pretty good.PLEASE LET ME PLAY AAAAAAAA",Not Recommended,176,2.5 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWThis game is really fun and it reminds me a of Breath of the Wild a bit, This games' leveling system is really cool, it's still under development, but it worth the buy!:D",Recommended,155,103.0 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWIn my opinion, does not deserve the review bombing that its getting due to the release of Palworld.People don't seem to understand that the dev team is split and that they are proving that this won't be abandoned. Its also very clear what they are going for. Palworld is Pokemon Arceus, this is BOTW complete with challenge shrines/korok seed challenges, puzzle caves and towers that you unlock through crafting to fast travel from. Palworld is also much more early access than this. This has much more content, less dead map, and overall a bit more to it. You also have robots that basically do the animals job. The game is also relatively relaxing whilst allowing for semi complex, logic based automation with conveyor belts and/or mass farming, which, I'm a sucker for actual automation and conveyor belts.It's admittedly a little clunkier than PW from what I've seen but it's not a huge fallback. World feels well crafted, there are caves, puzzles, a huge array of animals, bosses, vehicles, weapons, armour and I enjoy the aspect of 'recreating earth', eventually finding villages that have electricity etc, very cool. And eventually the supposed ability to tame a literal God, though I personally haven't done this yet, just heard through the grapevine.Overall, the success of PW makes me hope that this gives them even more resources to make both games great in their own unique ways. I've seen a vast improvement to Craftopia over the years and I'm very much enjoying where its at at the moment. One thing people are also missing is that PW wasn't developed over night, they have proven they are capable on working on both projects by working on both projects in tandem. It also has a very public, promising roadmap that I suggest checking out if you are concerned and the updates are generally plentiful and overall fun.",Recommended,1536,20.3 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWok, i am actually going to change my review completely, leaving the bottom part because it is still funny.there is a metaphor regularly used known as the ship of theseus. the story boils down to determining whether or not an object can still be regarded as the original object as it was at creation when time goes on and the parts of the object are replaced. this game is like if many popular games decided to have their parts taken out in exchange for other mechanics/concepts, then this game took those mechanics and built a new ship out of them. much of this ship comes from the game the legend of zelda breathe of the wild, but there are some similar themes from other games. the obvious parts that feel directly taken are things like the stamina meter, which works extremely similarly to botw, and the paraglider mechanics. ironically, this game has directly had many ship of theseus moments, especially with the island to seamless map change. and this where i can directly trace a similar concept taken from a different game to craftopia: certain environments. there is a large area that was implemented with the seamless world that is not necessarily stolen, but seems rather heavily inspired by elden ring; the area is a huge castle with a huge golden tree in the middle. additionally, if you thought that palworld copied pokemon, i regret to inform you that this game was the original game where pocketpair copied the creature capturing game. while it is not a stolen concept to have the player be able to capture creatures and let them do your bidding, this game's implementation of the mechanic does mirror pokemon quite a bit, with the player having to damage the enemies then capture them with a pokeball-like item. again, i am not trying to say that this game is directly copying other games. much of this is just inspiration: the inside of the elden ring-like fortress is unlike the actual elden ring capital city, some of the creatures in this game cannot be captured without utilizing certain items, and even the botw parts can be seen as different because of the inclusion of an upgradeable mana bar. i am just pointing out that this game is a smorgasbord of other games that needs to be polished more in all those aspects. i hope that the item descriptions become more descriptive, the game performance becomes more optimized, and the enemy diversity becomes more wild (so that i can capture them because even the most bare bones pokemon concept beats out real pokemon).TL:DR: this game really takes from a heap of other games, not just breathe of the wild, but i hope it still grows.edit: if you like shiny achievements, almost every achievement in this game is rare since achievements were added later, meaning that players who get them now will be in the rare percentile that actually returned/just got the game",Recommended,2358,59.0 hrs on record,Posted: January 30
EARLY ACCESS REVIEWMy friends and I didn't enjoy Craptopia.,Not Recommended,51,1.1 hrs on record,Posted: January 31
EARLY ACCESS REVIEWPalworld = good game that carry your company ?What about this game = trash ?Please fix your game Pocketpair.,Not Recommended,107,19.0 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWlove it, just needs way more time and updates",Recommended,54,26.9 hrs on record,Posted: January 31
EARLY ACCESS REVIEWI got far in the game then they changed all of it.,Not Recommended,56,51.3 hrs on record,Posted: January 29
"EARLY ACCESS REVIEWCraptopia.3 hours to find 5 bright herbs to craft a magic staff only to find something better than whole craft by 25% in the end to get ""0 damage increase"".I gave this game a chance 3 times...",Not Recommended,173,45.7 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWFinish your game please.Kept coming back for updates to continue to find little to no direction.Obviously used this title to test mechanics to flesh out your new game, Palworld.",Not Recommended,166,10.8 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWDude I wanna play this game SO BAD, but no matter what I do I never get above 50 FPS. Doesn't matter how empty the area is and what settings I use, and my PC is pretty good.PLEASE LET ME PLAY AAAAAAAA",Not Recommended,176,2.5 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWThis game is really fun and it reminds me a of Breath of the Wild a bit, This games' leveling system is really cool, it's still under development, but it worth the buy!:D",Recommended,155,103.0 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWIn my opinion, does not deserve the review bombing that its getting due to the release of Palworld.People don't seem to understand that the dev team is split and that they are proving that this won't be abandoned. Its also very clear what they are going for. Palworld is Pokemon Arceus, this is BOTW complete with challenge shrines/korok seed challenges, puzzle caves and towers that you unlock through crafting to fast travel from. Palworld is also much more early access than this. This has much more content, less dead map, and overall a bit more to it. You also have robots that basically do the animals job. The game is also relatively relaxing whilst allowing for semi complex, logic based automation with conveyor belts and/or mass farming, which, I'm a sucker for actual automation and conveyor belts.It's admittedly a little clunkier than PW from what I've seen but it's not a huge fallback. World feels well crafted, there are caves, puzzles, a huge array of animals, bosses, vehicles, weapons, armour and I enjoy the aspect of 'recreating earth', eventually finding villages that have electricity etc, very cool. And eventually the supposed ability to tame a literal God, though I personally haven't done this yet, just heard through the grapevine.Overall, the success of PW makes me hope that this gives them even more resources to make both games great in their own unique ways. I've seen a vast improvement to Craftopia over the years and I'm very much enjoying where its at at the moment. One thing people are also missing is that PW wasn't developed over night, they have proven they are capable on working on both projects by working on both projects in tandem. It also has a very public, promising roadmap that I suggest checking out if you are concerned and the updates are generally plentiful and overall fun.",Recommended,1536,20.3 hrs on record,Posted: January 31
"EARLY ACCESS REVIEWok, i am actually going to change my review completely, leaving the bottom part because it is still funny.there is a metaphor regularly used known as the ship of theseus. the story boils down to determining whether or not an object can still be regarded as the original object as it was at creation when time goes on and the parts of the object are replaced. this game is like if many popular games decided to have their parts taken out in exchange for other mechanics/concepts, then this game took those mechanics and built a new ship out of them. much of this ship comes from the game the legend of zelda breathe of the wild, but there are some similar themes from other games. the obvious parts that feel directly taken are things like the stamina meter, which works extremely similarly to botw, and the paraglider mechanics. ironically, this game has directly had many ship of theseus moments, especially with the island to seamless map change. and this where i can directly trace a similar concept taken from a different game to craftopia: certain environments. there is a large area that was implemented with the seamless world that is not necessarily stolen, but seems rather heavily inspired by elden ring; the area is a huge castle with a huge golden tree in the middle. additionally, if you thought that palworld copied pokemon, i regret to inform you that this game was the original game where pocketpair copied the creature capturing game. while it is not a stolen concept to have the player be able to capture creatures and let them do your bidding, this game's implementation of the mechanic does mirror pokemon quite a bit, with the player having to damage the enemies then capture them with a pokeball-like item. again, i am not trying to say that this game is directly copying other games. much of this is just inspiration: the inside of the elden ring-like fortress is unlike the actual elden ring capital city, some of the creatures in this game cannot be captured without utilizing certain items, and even the botw parts can be seen as different because of the inclusion of an upgradeable mana bar. i am just pointing out that this game is a smorgasbord of other games that needs to be polished more in all those aspects. i hope that the item descriptions become more descriptive, the game performance becomes more optimized, and the enemy diversity becomes more wild (so that i can capture them because even the most bare bones pokemon concept beats out real pokemon).TL:DR: this game really takes from a heap of other games, not just breathe of the wild, but i hope it still grows.edit: if you like shiny achievements, almost every achievement in this game is rare since achievements were added later, meaning that players who get them now will be in the rare percentile that actually returned/just got the game",Recommended,2358,59.0 hrs on record,Posted: January 30
"EARLY ACCESS REVIEWSo far it's pretty fun, pretty relaxed so far, lots of crafting, combat, quests etc.I'll see how I like it when the game goes on but I enjoy it",Recommended,132,7.9 hrs on record,Posted: January 29
"Product refundedEARLY ACCESS REVIEWJUST, NO.",Not Recommended,40,0.6 hrs on record,Posted: January 29
EARLY ACCESS REVIEWgud gam,Recommended,23,23.3 hrs on record,Posted: January 28
EARLY ACCESS REVIEWAllot of work has gone into this game...But its still not ready to sink time intoAs with many other players i fear palworld's success will take away yet even more effort from completing this game...However it is clear that their goal is to progress this game further. i don't want to spend allot of time in this game as its not ready yet and has not been for a long time.however if the game keeps on the path it has it will be worth having waited.i bought this early primarily to support the developers.i have recently spent 40 min in the game and can see that allot has changed from the previous time i played it.Keep up the good work.,Recommended,534,1.0 hrs on record,Posted: January 29
EARLY ACCESS REVIEWCraftopium,Recommended,27,5.3 hrs on record,Posted: January 28
"EARLY ACCESS REVIEWfor something that stole so much content, it's just absolutely the worst game I've ever played",Not Recommended,96,44.7 hrs on record,Posted: January 27
EARLY ACCESS REVIEWGenuinely a really fun survival craft game that stands out on its own from PalworldFeel's like if breath of the wild was a full on survival game with machines and automationHope the devs keep the Craftopia update's going even after Palworld's success since both games stand very well on their own regardless of the similarities,Recommended,290,50.0 hrs on record,Posted: January 28
EARLY ACCESS REVIEWBeen playing craftopia on and off for two years now and honestly super fun game with a lot of options and things to keep you busy for weeks at a time without being bored.,Recommended,154,17.3 hrs on record,Posted: January 27
EARLY ACCESS REVIEWPurchasing an Early Access game on steam is PROMISE that they will finish it and fix it later. We give developers money for the unfinished version to support them as they finish it. NOT MAKE ANOTHER GAME AND ASK US TO PAY FOR THAT TOO.,Not Recommended,208,22.2 hrs on record,Posted: January 27
EARLY ACCESS REVIEWThis game has been abandoned by its makers in favour for their other game. Palworld. And thanks to this games success Craftopia will never be finished... what a shame. Because its the spiritual predecessor of Palworld. Everything is here already.,Not Recommended,224,14.0 hrs on record,Posted: January 27
"EARLY ACCESS REVIEWSo far it's pretty fun, pretty relaxed so far, lots of crafting, combat, quests etc.I'll see how I like it when the game goes on but I enjoy it",Recommended,132,7.9 hrs on record,Posted: January 29
"Product refundedEARLY ACCESS REVIEWJUST, NO.",Not Recommended,40,0.6 hrs on record,Posted: January 29
EARLY ACCESS REVIEWgud gam,Recommended,23,23.3 hrs on record,Posted: January 28
EARLY ACCESS REVIEWAllot of work has gone into this game...But its still not ready to sink time intoAs with many other players i fear palworld's success will take away yet even more effort from completing this game...However it is clear that their goal is to progress this game further. i don't want to spend allot of time in this game as its not ready yet and has not been for a long time.however if the game keeps on the path it has it will be worth having waited.i bought this early primarily to support the developers.i have recently spent 40 min in the game and can see that allot has changed from the previous time i played it.Keep up the good work.,Recommended,534,1.0 hrs on record,Posted: January 29
EARLY ACCESS REVIEWCraftopium,Recommended,27,5.3 hrs on record,Posted: January 28
"EARLY ACCESS REVIEWfor something that stole so much content, it's just absolutely the worst game I've ever played",Not Recommended,96,44.7 hrs on record,Posted: January 27
EARLY ACCESS REVIEWGenuinely a really fun survival craft game that stands out on its own from PalworldFeel's like if breath of the wild was a full on survival game with machines and automationHope the devs keep the Craftopia update's going even after Palworld's success since both games stand very well on their own regardless of the similarities,Recommended,290,50.0 hrs on record,Posted: January 28
EARLY ACCESS REVIEWBeen playing craftopia on and off for two years now and honestly super fun game with a lot of options and things to keep you busy for weeks at a time without being bored.,Recommended,154,17.3 hrs on record,Posted: January 27
EARLY ACCESS REVIEWPurchasing an Early Access game on steam is PROMISE that they will finish it and fix it later. We give developers money for the unfinished version to support them as they finish it. NOT MAKE ANOTHER GAME AND ASK US TO PAY FOR THAT TOO.,Not Recommended,208,22.2 hrs on record,Posted: January 27
EARLY ACCESS REVIEWThis game has been abandoned by its makers in favour for their other game. Palworld. And thanks to this games success Craftopia will never be finished... what a shame. Because its the spiritual predecessor of Palworld. Everything is here already.,Not Recommended,224,14.0 hrs on record,Posted: January 27
